,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Região Metropolitana (Código),Região Metropolitana,Mês (Código),Mês,Variável (Código),Variável,"Geral, grupo, subgrupo, item e subitem (Código)","Geral, grupo, subgrupo, item e subitem"
399,7,Região Metropolitana,2,%,0.01,4301,Porto Alegre - RS,202003,março 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
400,7,Região Metropolitana,2,%,-0.04,4301,Porto Alegre - RS,202004,abril 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
401,7,Região Metropolitana,2,%,-0.48,4301,Porto Alegre - RS,202005,maio 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
402,7,Região Metropolitana,2,%,-0.49,4301,Porto Alegre - RS,202006,junho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
403,7,Região Metropolitana,2,%,-0.12,4301,Porto Alegre - RS,202007,julho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
404,7,Região Metropolitana,2,%,0.21,4301,Porto Alegre - RS,202008,agosto 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
405,7,Região Metropolitana,2,%,0.89,4301,Porto Alegre - RS,202009,setembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
406,7,Região Metropolitana,2,%,1.53,4301,Porto Alegre - RS,202010,outubro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
407,7,Região Metropolitana,2,%,2.34,4301,Porto Alegre - RS,202011,novembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
408,7,Região Metropolitana,2,%,4.22,4301,Porto Alegre - RS,202012,dezembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
409,7,Região Metropolitana,2,%,0.25,4301,Porto Alegre - RS,202101,janeiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
410,7,Região Metropolitana,2,%,1.11,4301,Porto Alegre - RS,202102,fevereiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
411,7,Região Metropolitana,2,%,2.06,4301,Porto Alegre - RS,202103,março 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
412,7,Região Metropolitana,2,%,2.25,4301,Porto Alegre - RS,202104,abril 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
413,7,Região Metropolitana,2,%,3.32,4301,Porto Alegre - RS,202105,maio 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
414,7,Região Metropolitana,2,%,4.14,4301,Porto Alegre - RS,202106,junho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
415,7,Região Metropolitana,2,%,5.42,4301,Porto Alegre - RS,202107,julho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
416,7,Região Metropolitana,2,%,6.17,4301,Porto Alegre - RS,202108,agosto 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
417,7,Região Metropolitana,2,%,7.79,4301,Porto Alegre - RS,202109,setembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
418,7,Região Metropolitana,2,%,9.02,4301,Porto Alegre - RS,202110,outubro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
419,7,Região Metropolitana,2,%,10.07,4301,Porto Alegre - RS,202111,novembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
420,7,Região Metropolitana,2,%,10.99,4301,Porto Alegre - RS,202112,dezembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
421,7,Região Metropolitana,2,%,-0.53,4301,Porto Alegre - RS,202201,janeiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
422,7,Região Metropolitana,2,%,-0.10,4301,Porto Alegre - RS,202202,fevereiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
423,7,Região Metropolitana,2,%,1.50,4301,Porto Alegre - RS,202203,março 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
424,7,Região Metropolitana,2,%,2.65,4301,Porto Alegre - RS,202204,abril 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
425,7,Região Metropolitana,2,%,3.14,4301,Porto Alegre - RS,202205,maio 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
426,7,Região Metropolitana,2,%,3.85,4301,Porto Alegre - RS,202206,junho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
427,7,Região Metropolitana,2,%,3.24,4301,Porto Alegre - RS,202207,julho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
428,7,Região Metropolitana,2,%,2.31,4301,Porto Alegre - RS,202208,agosto 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
429,7,Região Metropolitana,2,%,1.83,4301,Porto Alegre - RS,202209,setembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
430,7,Região Metropolitana,2,%,2.61,4301,Porto Alegre - RS,202210,outubro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
431,7,Região Metropolitana,2,%,3.04,4301,Porto Alegre - RS,202211,novembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
432,7,Região Metropolitana,2,%,3.61,4301,Porto Alegre - RS,202212,dezembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
433,7,Região Metropolitana,2,%,0.23,4301,Porto Alegre - RS,202301,janeiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
434,7,Região Metropolitana,2,%,0.98,4301,Porto Alegre - RS,202302,fevereiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
435,7,Região Metropolitana,2,%,2.24,4301,Porto Alegre - RS,202303,março 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
436,7,Região Metropolitana,2,%,2.75,4301,Porto Alegre - RS,202304,abril 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
437,7,Região Metropolitana,2,%,2.83,4301,Porto Alegre - RS,202305,maio 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
438,7,Região Metropolitana,2,%,2.81,4301,Porto Alegre - RS,202306,junho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
439,7,Região Metropolitana,2,%,3.36,4301,Porto Alegre - RS,202307,julho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
440,7,Região Metropolitana,2,%,3.60,4301,Porto Alegre - RS,202308,agosto 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
