,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
68,1,Brasil,30,Número-índice,0.0000009589916,1,Brasil,198507,julho 1985,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
69,1,Brasil,30,Número-índice,0.0000010745459,1,Brasil,198508,agosto 1985,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
70,1,Brasil,30,Número-índice,0.0000011940075,1,Brasil,198509,setembro 1985,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
71,1,Brasil,30,Número-índice,0.0000013207687,1,Brasil,198510,outubro 1985,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
72,1,Brasil,30,Número-índice,0.0000015053189,1,Brasil,198511,novembro 1985,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
73,1,Brasil,30,Número-índice,0.0000017322163,1,Brasil,198512,dezembro 1985,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
74,1,Brasil,30,Número-índice,0.0000019811765,1,Brasil,198601,janeiro 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
75,1,Brasil,30,Número-índice,0.0000022331080,1,Brasil,198602,fevereiro 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
76,1,Brasil,30,Número-índice,0.0000023396314,1,Brasil,198603,março 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
77,1,Brasil,30,Número-índice,0.0000023578806,1,Brasil,198604,abril 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
78,1,Brasil,30,Número-índice,0.0000023908694,1,Brasil,198605,maio 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
79,1,Brasil,30,Número-índice,0.0000024212846,1,Brasil,198606,junho 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
80,1,Brasil,30,Número-índice,0.0000024626960,1,Brasil,198607,julho 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
81,1,Brasil,30,Número-índice,0.0000025501983,1,Brasil,198608,agosto 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
82,1,Brasil,30,Número-índice,0.0000025939494,1,Brasil,198609,setembro 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
83,1,Brasil,30,Número-índice,0.0000026433156,1,Brasil,198610,outubro 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
84,1,Brasil,30,Número-índice,0.0000027874369,1,Brasil,198611,novembro 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
85,1,Brasil,30,Número-índice,0.0000031121777,1,Brasil,198612,dezembro 1986,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
86,1,Brasil,30,Número-índice,0.0000035232510,1,Brasil,198701,janeiro 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
87,1,Brasil,30,Número-índice,0.0000039684829,1,Brasil,198702,fevereiro 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
88,1,Brasil,30,Número-índice,0.0000046181985,1,Brasil,198703,março 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
89,1,Brasil,30,Número-índice,0.0000055002395,1,Brasil,198704,abril 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
90,1,Brasil,30,Número-índice,0.0000066801157,1,Brasil,198705,maio 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
91,1,Brasil,30,Número-índice,0.0000079968603,1,Brasil,198706,junho 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
92,1,Brasil,30,Número-índice,0.0000087333762,1,Brasil,198707,julho 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
93,1,Brasil,30,Número-índice,0.0000091587212,1,Brasil,198708,agosto 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
94,1,Brasil,30,Número-índice,0.0000098713730,1,Brasil,198709,setembro 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
95,1,Brasil,30,Número-índice,0.0000109789545,1,Brasil,198710,outubro 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
96,1,Brasil,30,Número-índice,0.0000126344777,1,Brasil,198711,novembro 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
97,1,Brasil,30,Número-índice,0.0000144221901,1,Brasil,198712,dezembro 1987,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
98,1,Brasil,30,Número-índice,0.0000171464570,1,Brasil,198801,janeiro 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
99,1,Brasil,30,Número-índice,0.0000198384369,1,Brasil,198802,fevereiro 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
100,1,Brasil,30,Número-índice,0.0000233301029,1,Brasil,198803,março 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
101,1,Brasil,30,Número-índice,0.0000278303890,1,Brasil,198804,abril 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
102,1,Brasil,30,Número-índice,0.0000326783343,1,Brasil,198805,maio 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
103,1,Brasil,30,Número-índice,0.0000398675537,1,Brasil,198806,junho 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
104,1,Brasil,30,Número-índice,0.0000486025677,1,Brasil,198807,julho 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
105,1,Brasil,30,Número-índice,0.0000590958147,1,Brasil,198808,agosto 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
106,1,Brasil,30,Número-índice,0.0000753176493,1,Brasil,198809,setembro 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
107,1,Brasil,30,Número-índice,0.0000946139936,1,Brasil,198810,outubro 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
108,1,Brasil,30,Número-índice,0.0001210492553,1,Brasil,198811,novembro 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
109,1,Brasil,30,Número-índice,0.0001557904426,1,Brasil,198812,dezembro 1988,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
110,1,Brasil,30,Número-índice,0.0002141963000,1,Brasil,198901,janeiro 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
111,1,Brasil,30,Número-índice,0.0002501384201,1,Brasil,198902,fevereiro 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
112,1,Brasil,30,Número-índice,0.0002671978428,1,Brasil,198903,março 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
113,1,Brasil,30,Número-índice,0.0002894554586,1,Brasil,198904,abril 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
114,1,Brasil,30,Número-índice,0.0003413257896,1,Brasil,198905,maio 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
115,1,Brasil,30,Número-índice,0.0004391155989,1,Brasil,198906,junho 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
116,1,Brasil,30,Número-índice,0.0005609261703,1,Brasil,198907,julho 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
117,1,Brasil,30,Número-índice,0.0007500144816,1,Brasil,198908,agosto 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
118,1,Brasil,30,Número-índice,0.0010317199110,1,Brasil,198909,setembro 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
119,1,Brasil,30,Número-índice,0.0014420348808,1,Brasil,198910,outubro 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
120,1,Brasil,30,Número-índice,0.0021316159803,1,Brasil,198911,novembro 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
121,1,Brasil,30,Número-índice,0.0032293981927,1,Brasil,198912,dezembro 1989,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
122,1,Brasil,30,Número-índice,0.0054108567454,1,Brasil,199001,janeiro 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
123,1,Brasil,30,Número-índice,0.0095084984833,1,Brasil,199002,fevereiro 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
124,1,Brasil,30,Número-índice,0.0173425503510,1,Brasil,199003,março 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
125,1,Brasil,30,Número-índice,0.0200341140678,1,Brasil,199004,abril 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
126,1,Brasil,30,Número-índice,0.0215547032441,1,Brasil,199005,maio 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
127,1,Brasil,30,Número-índice,0.0240873809519,1,Brasil,199006,junho 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
128,1,Brasil,30,Número-índice,0.0271994704920,1,Brasil,199007,julho 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
129,1,Brasil,30,Número-índice,0.0307027623187,1,Brasil,199008,agosto 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
130,1,Brasil,30,Número-índice,0.0351270304097,1,Brasil,199009,setembro 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
131,1,Brasil,30,Número-índice,0.0401712720553,1,Brasil,199010,outubro 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
132,1,Brasil,30,Número-índice,0.0469240627842,1,Brasil,199011,novembro 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
133,1,Brasil,30,Número-índice,0.0555768600186,1,Brasil,199012,dezembro 1990,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
134,1,Brasil,30,Número-índice,0.0671090584724,1,Brasil,199101,janeiro 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
135,1,Brasil,30,Número-índice,0.0810143888491,1,Brasil,199102,fevereiro 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
136,1,Brasil,30,Número-índice,0.0906736471203,1,Brasil,199103,março 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
137,1,Brasil,30,Número-índice,0.0951976035258,1,Brasil,199104,abril 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
138,1,Brasil,30,Número-índice,0.1022725378062,1,Brasil,199105,maio 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
139,1,Brasil,30,Número-índice,0.1137158132840,1,Brasil,199106,junho 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
140,1,Brasil,30,Número-índice,0.1278267780427,1,Brasil,199107,julho 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
141,1,Brasil,30,Número-índice,0.1478066592194,1,Brasil,199108,agosto 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
142,1,Brasil,30,Número-índice,0.1709099599291,1,Brasil,199109,setembro 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
143,1,Brasil,30,Número-índice,0.2054843245466,1,Brasil,199110,outubro 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
144,1,Brasil,30,Número-índice,0.2572875157699,1,Brasil,199111,novembro 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
145,1,Brasil,30,Número-índice,0.3182886773263,1,Brasil,199112,dezembro 1991,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
146,1,Brasil,30,Número-índice,0.4008536605699,1,Brasil,199201,janeiro 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
147,1,Brasil,30,Número-índice,0.4983410307284,1,Brasil,199202,fevereiro 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
148,1,Brasil,30,Número-índice,0.6049874674181,1,Brasil,199203,março 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
149,1,Brasil,30,Número-índice,0.7255614652283,1,Brasil,199204,abril 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
150,1,Brasil,30,Número-índice,0.9059361644186,1,Brasil,199205,maio 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
151,1,Brasil,30,Número-índice,1.0890285720637,1,Brasil,199206,junho 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
152,1,Brasil,30,Número-índice,1.3267641484791,1,Brasil,199207,julho 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
153,1,Brasil,30,Número-índice,1.6205100844213,1,Brasil,199208,agosto 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
154,1,Brasil,30,Número-índice,2.0196408623306,1,Brasil,199209,setembro 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
155,1,Brasil,30,Número-índice,2.5293973801068,1,Brasil,199210,outubro 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
156,1,Brasil,30,Número-índice,3.0982598885128,1,Brasil,199211,novembro 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
157,1,Brasil,30,Número-índice,3.8802596550900,1,Brasil,199212,dezembro 1992,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
158,1,Brasil,30,Número-índice,5.0579166458253,1,Brasil,199301,janeiro 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
159,1,Brasil,30,Número-índice,6.3213843084293,1,Brasil,199302,fevereiro 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
160,1,Brasil,30,Número-índice,8.0445948724789,1,Brasil,199303,março 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
161,1,Brasil,30,Número-índice,10.2769672819025,1,Brasil,199304,abril 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
162,1,Brasil,30,Número-índice,13.1226581300609,1,Brasil,199305,maio 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
163,1,Brasil,30,Número-índice,17.0686429798089,1,Brasil,199306,junho 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
164,1,Brasil,30,Número-índice,22.3121307612362,1,Brasil,199307,julho 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
165,1,Brasil,30,Número-índice,29.6662109364145,1,Brasil,199308,agosto 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
166,1,Brasil,30,Número-índice,40.2540807309468,1,Brasil,199309,setembro 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
167,1,Brasil,30,Número-índice,53.9082648348533,1,Brasil,199310,outubro 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
168,1,Brasil,30,Número-índice,73.0780465845240,1,Brasil,199311,novembro 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
169,1,Brasil,30,Número-índice,100.0000000000000,1,Brasil,199312,dezembro 1993,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
170,1,Brasil,30,Número-índice,141.3100000000000,1,Brasil,199401,janeiro 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
171,1,Brasil,30,Número-índice,198.2200000000000,1,Brasil,199402,fevereiro 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
172,1,Brasil,30,Número-índice,282.9600000000000,1,Brasil,199403,março 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
173,1,Brasil,30,Número-índice,403.7300000000000,1,Brasil,199404,abril 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
174,1,Brasil,30,Número-índice,581.4900000000000,1,Brasil,199405,maio 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
175,1,Brasil,30,Número-índice,857.2900000000000,1,Brasil,199406,junho 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
176,1,Brasil,30,Número-índice,915.9300000000000,1,Brasil,199407,julho 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
177,1,Brasil,30,Número-índice,932.9700000000000,1,Brasil,199408,agosto 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
178,1,Brasil,30,Número-índice,947.2400000000000,1,Brasil,199409,setembro 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
179,1,Brasil,30,Número-índice,972.0600000000000,1,Brasil,199410,outubro 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
180,1,Brasil,30,Número-índice,999.3700000000000,1,Brasil,199411,novembro 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
181,1,Brasil,30,Número-índice,1016.4600000000000,1,Brasil,199412,dezembro 1994,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
182,1,Brasil,30,Número-índice,1033.7400000000000,1,Brasil,199501,janeiro 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
183,1,Brasil,30,Número-índice,1044.2800000000000,1,Brasil,199502,fevereiro 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
184,1,Brasil,30,Número-índice,1060.4700000000000,1,Brasil,199503,março 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
185,1,Brasil,30,Número-índice,1086.2400000000000,1,Brasil,199504,abril 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
186,1,Brasil,30,Número-índice,1115.2400000000000,1,Brasil,199505,maio 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
187,1,Brasil,30,Número-índice,1140.4400000000000,1,Brasil,199506,junho 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
188,1,Brasil,30,Número-índice,1167.3500000000000,1,Brasil,199507,julho 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
189,1,Brasil,30,Número-índice,1178.9100000000000,1,Brasil,199508,agosto 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
190,1,Brasil,30,Número-índice,1190.5800000000000,1,Brasil,199509,setembro 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
191,1,Brasil,30,Número-índice,1207.3700000000000,1,Brasil,199510,outubro 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
192,1,Brasil,30,Número-índice,1225.1200000000000,1,Brasil,199511,novembro 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
193,1,Brasil,30,Número-índice,1244.2300000000000,1,Brasil,199512,dezembro 1995,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
194,1,Brasil,30,Número-índice,1260.9000000000000,1,Brasil,199601,janeiro 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
195,1,Brasil,30,Número-índice,1273.8900000000000,1,Brasil,199602,fevereiro 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
196,1,Brasil,30,Número-índice,1278.3500000000000,1,Brasil,199603,março 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
197,1,Brasil,30,Número-índice,1294.4600000000000,1,Brasil,199604,abril 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
198,1,Brasil,30,Número-índice,1310.2500000000000,1,Brasil,199605,maio 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
199,1,Brasil,30,Número-índice,1325.8400000000000,1,Brasil,199606,junho 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
200,1,Brasil,30,Número-índice,1340.5600000000000,1,Brasil,199607,julho 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
201,1,Brasil,30,Número-índice,1346.4600000000000,1,Brasil,199608,agosto 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
202,1,Brasil,30,Número-índice,1348.4800000000000,1,Brasil,199609,setembro 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
203,1,Brasil,30,Número-índice,1352.5300000000000,1,Brasil,199610,outubro 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
204,1,Brasil,30,Número-índice,1356.8600000000000,1,Brasil,199611,novembro 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
205,1,Brasil,30,Número-índice,1363.2400000000000,1,Brasil,199612,dezembro 1996,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
206,1,Brasil,30,Número-índice,1379.3300000000000,1,Brasil,199701,janeiro 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
207,1,Brasil,30,Número-índice,1386.2300000000000,1,Brasil,199702,fevereiro 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
208,1,Brasil,30,Número-índice,1393.3000000000000,1,Brasil,199703,março 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
209,1,Brasil,30,Número-índice,1405.5600000000000,1,Brasil,199704,abril 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
210,1,Brasil,30,Número-índice,1411.3200000000000,1,Brasil,199705,maio 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
211,1,Brasil,30,Número-índice,1418.9400000000000,1,Brasil,199706,junho 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
212,1,Brasil,30,Número-índice,1422.0600000000000,1,Brasil,199707,julho 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
213,1,Brasil,30,Número-índice,1421.7800000000000,1,Brasil,199708,agosto 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
214,1,Brasil,30,Número-índice,1422.6300000000000,1,Brasil,199709,setembro 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
215,1,Brasil,30,Número-índice,1425.9000000000000,1,Brasil,199710,outubro 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
216,1,Brasil,30,Número-índice,1428.3200000000000,1,Brasil,199711,novembro 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
217,1,Brasil,30,Número-índice,1434.4600000000000,1,Brasil,199712,dezembro 1997,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
218,1,Brasil,30,Número-índice,1444.6400000000000,1,Brasil,199801,janeiro 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
219,1,Brasil,30,Número-índice,1451.2900000000000,1,Brasil,199802,fevereiro 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
220,1,Brasil,30,Número-índice,1456.2200000000000,1,Brasil,199803,março 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
221,1,Brasil,30,Número-índice,1459.7100000000000,1,Brasil,199804,abril 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
222,1,Brasil,30,Número-índice,1467.0100000000000,1,Brasil,199805,maio 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
223,1,Brasil,30,Número-índice,1467.3000000000000,1,Brasil,199806,junho 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
224,1,Brasil,30,Número-índice,1465.5400000000000,1,Brasil,199807,julho 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
225,1,Brasil,30,Número-índice,1458.0700000000000,1,Brasil,199808,agosto 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
226,1,Brasil,30,Número-índice,1454.8600000000000,1,Brasil,199809,setembro 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
227,1,Brasil,30,Número-índice,1455.1500000000000,1,Brasil,199810,outubro 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
228,1,Brasil,30,Número-índice,1453.4000000000000,1,Brasil,199811,novembro 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
229,1,Brasil,30,Número-índice,1458.2000000000000,1,Brasil,199812,dezembro 1998,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
230,1,Brasil,30,Número-índice,1468.4100000000000,1,Brasil,199901,janeiro 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
231,1,Brasil,30,Número-índice,1483.8300000000000,1,Brasil,199902,fevereiro 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
232,1,Brasil,30,Número-índice,1500.1500000000000,1,Brasil,199903,março 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
233,1,Brasil,30,Número-índice,1508.5500000000000,1,Brasil,199904,abril 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
234,1,Brasil,30,Número-índice,1513.0800000000000,1,Brasil,199905,maio 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
235,1,Brasil,30,Número-índice,1515.9500000000000,1,Brasil,199906,junho 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
236,1,Brasil,30,Número-índice,1532.4700000000000,1,Brasil,199907,julho 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
237,1,Brasil,30,Número-índice,1541.0500000000000,1,Brasil,199908,agosto 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
238,1,Brasil,30,Número-índice,1545.8300000000000,1,Brasil,199909,setembro 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
239,1,Brasil,30,Número-índice,1564.2300000000000,1,Brasil,199910,outubro 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
240,1,Brasil,30,Número-índice,1579.0900000000000,1,Brasil,199911,novembro 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
241,1,Brasil,30,Número-índice,1588.5600000000000,1,Brasil,199912,dezembro 1999,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
242,1,Brasil,30,Número-índice,1598.4100000000000,1,Brasil,200001,janeiro 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
243,1,Brasil,30,Número-índice,1600.4900000000000,1,Brasil,200002,fevereiro 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
244,1,Brasil,30,Número-índice,1604.0100000000000,1,Brasil,200003,março 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
245,1,Brasil,30,Número-índice,1610.7500000000000,1,Brasil,200004,abril 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
246,1,Brasil,30,Número-índice,1610.9100000000000,1,Brasil,200005,maio 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
247,1,Brasil,30,Número-índice,1614.6200000000000,1,Brasil,200006,junho 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
248,1,Brasil,30,Número-índice,1640.6200000000000,1,Brasil,200007,julho 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
249,1,Brasil,30,Número-índice,1662.1100000000000,1,Brasil,200008,agosto 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
250,1,Brasil,30,Número-índice,1665.9300000000000,1,Brasil,200009,setembro 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
251,1,Brasil,30,Número-índice,1668.2600000000000,1,Brasil,200010,outubro 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
252,1,Brasil,30,Número-índice,1673.6000000000000,1,Brasil,200011,novembro 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
253,1,Brasil,30,Número-índice,1683.4700000000000,1,Brasil,200012,dezembro 2000,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
254,1,Brasil,30,Número-índice,1693.0700000000000,1,Brasil,200101,janeiro 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
255,1,Brasil,30,Número-índice,1700.8600000000000,1,Brasil,200102,fevereiro 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
256,1,Brasil,30,Número-índice,1707.3200000000000,1,Brasil,200103,março 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
257,1,Brasil,30,Número-índice,1717.2200000000000,1,Brasil,200104,abril 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
258,1,Brasil,30,Número-índice,1724.2600000000000,1,Brasil,200105,maio 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
259,1,Brasil,30,Número-índice,1733.2300000000000,1,Brasil,200106,junho 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
260,1,Brasil,30,Número-índice,1756.2800000000000,1,Brasil,200107,julho 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
