,Mediana,Date,ipca_anual
2019-01,0.0375,2023.0,0.0271698529391615
2019-02,0.0375,2023.0,0.0271698529391615
2019-03,0.0375,2023.0,0.0271698529391615
2019-04,0.0375,2023.0,0.0271698529391615
2019-05,0.0375,2023.0,0.0271698529391615
2019-06,0.0375,2023.0,0.0271698529391615
2019-07,0.03600869565217391,2023.0,0.0271698529391615
2019-08,0.035,2023.0,0.0271698529391615
2019-09,0.035,2023.0,0.0271698529391615
2019-10,0.035,2023.0,0.0271698529391615
2019-11,0.035,2023.0,0.0271698529391615
2019-12,0.035,2023.0,0.0271698529391615
2020-01,0.035,2023.0,0.0271698529391615
2020-02,0.035,2023.0,0.0271698529391615
2020-03,0.035,2023.0,0.0271698529391615
2020-04,0.035,2023.0,0.0271698529391615
2020-05,0.035,2023.0,0.0271698529391615
2020-06,0.035,2023.0,0.0271698529391615
2020-07,0.03278695652173913,2023.0,0.0271698529391615
2020-08,0.0325,2023.0,0.0271698529391615
2020-09,0.0325,2023.0,0.0271698529391615
2020-10,0.0325,2023.0,0.0271698529391615
2020-11,0.0325,2023.0,0.0271698529391615
2020-12,0.0325,2023.0,0.0271698529391615
2021-01,0.0325,2023.0,0.0271698529391615
2021-02,0.0325,2023.0,0.0271698529391615
2021-03,0.0325,2023.0,0.0271698529391615
2021-04,0.0325,2023.0,0.0271698529391615
2021-05,0.0325,2023.0,0.0271698529391615
2021-06,0.0325,2023.0,0.0271698529391615
2021-07,0.0325,2023.0,0.0271698529391615
2021-08,0.0325,2023.0,0.0271698529391615
2021-09,0.0325,2023.0,0.0271698529391615
2021-10,0.03260255,2023.0,0.0271698529391615
2021-11,0.03358,2023.0,0.0271698529391615
2021-12,0.03428308695652174,2023.0,0.0271698529391615
2022-01,0.033940142857142856,2023.0,0.0271698529391615
2022-02,0.03503331578947368,2023.0,0.0271698529391615
2022-03,0.036894500000000004,2023.0,0.0271698529391615
2022-04,0.03933357894736842,2023.0,0.0271698529391615
2022-05,0.04210681818181818,2023.0,0.0271698529391615
2022-06,0.047093428571428564,2023.0,0.0271698529391615
2022-07,0.051922666666666666,2023.0,0.0271698529391615
2022-08,0.053456782608695644,2023.0,0.0271698529391615
2022-09,0.05084009523809524,2023.0,0.0271698529391615
2022-10,0.049649650000000004,2023.0,0.0271698529391615
2022-11,0.04971855,2023.0,0.0271698529391615
2022-12,0.051565681818181816,2023.0,0.0271698529391615
2023-01,0.05442877272727273,2023.0,0.0271698529391615
2023-02,0.05820661111111111,2023.0,0.0271698529391615
2023-03,0.059350956521739134,2023.0,0.0271698529391615
2023-04,0.06007144444444445,2023.0,0.0271698529391615
