data,variavel,grupo,ipca_acum_ano
2022-05-01,IPCA % acum. ano,1108011.Peixe - tainha,13.68
2022-05-01,IPCA % acum. ano,1108012.Peixe - sardinha,3.49
2022-05-01,IPCA % acum. ano,1108013.Camarão,2.15
2022-05-01,IPCA % acum. ano,1108019.Peixe - cavala,10.31
2022-05-01,IPCA % acum. ano,1108029.Peixe - cação,7.11
2022-05-01,IPCA % acum. ano,1108031.Peixe - merluza,4.61
2022-05-01,IPCA % acum. ano,1108032.Peixe - serra,-0.01
2022-05-01,IPCA % acum. ano,1108038.Peixe - pescada,2.77
2022-05-01,IPCA % acum. ano,1108045.Caranguejo,3.67
2022-05-01,IPCA % acum. ano,1108049.Peixe - castanha,0.44
2022-05-01,IPCA % acum. ano,1108052.Peixe - palombeta,-3.2
2022-05-01,IPCA % acum. ano,1108072.Peixe - curimatã,1.47
2022-05-01,IPCA % acum. ano,1108075.Peixe - salmão,4.26
2022-05-01,IPCA % acum. ano,1108080.Peixe - tilápia,2.93
2022-05-01,IPCA % acum. ano,1108087.Peixe - tambaqui,0.07
2022-05-01,IPCA % acum. ano,1108088.Peixe - dourada,-2.99
2022-05-01,IPCA % acum. ano,1108092.Peixe - filhote,10.1
2022-05-01,IPCA % acum. ano,1108096.Peixe - peroá,3.49
2022-05-01,IPCA % acum. ano,1108112.Peixe - pintado,2.3
2022-05-01,IPCA % acum. ano,1108125.Peixe - aruanã,-0.34
2022-05-01,IPCA % acum. ano,1109.Carnes e peixes industrializados,2.83
2022-05-01,IPCA % acum. ano,1109002.Presunto,3.75
2022-05-01,IPCA % acum. ano,1109007.Salsicha,3.41
2022-05-01,IPCA % acum. ano,1109008.Linguiça,2.9
2022-05-01,IPCA % acum. ano,1109010.Mortadela,2.97
2022-05-01,IPCA % acum. ano,1109012.Salame,1.7
2022-05-01,IPCA % acum. ano,1109023.Bacalhau,3.28
2022-05-01,IPCA % acum. ano,1109056.Carne-seca e de sol,1.67
2022-05-01,IPCA % acum. ano,1109058.Carne de porco salgada e defumada,1.14
2022-05-01,IPCA % acum. ano,1110.Aves e ovos,2.45
2022-05-01,IPCA % acum. ano,1110009.Frango inteiro,1.51
2022-05-01,IPCA % acum. ano,1110010.Frango em pedaços,-0.61
2022-05-01,IPCA % acum. ano,1110044.Ovo de galinha,12.99
2022-05-01,IPCA % acum. ano,1111.Leites e derivados,15.8
2022-05-01,IPCA % acum. ano,1111004.Leite longa vida,28.03
2022-05-01,IPCA % acum. ano,1111008.Leite condensado,7.55
2022-05-01,IPCA % acum. ano,1111009.Leite em pó,5.17
2022-05-01,IPCA % acum. ano,1111011.Queijo,8.37
2022-05-01,IPCA % acum. ano,1111019.Iogurte e bebidas lácteas,10.47
2022-05-01,IPCA % acum. ano,1111021.Requeijão,8.08
2022-05-01,IPCA % acum. ano,1111031.Manteiga,9.21
2022-05-01,IPCA % acum. ano,1111038.Leite fermentado,4.26
2022-05-01,IPCA % acum. ano,1112.Panificados,11.38
2022-05-01,IPCA % acum. ano,1112003.Biscoito,10.62
2022-05-01,IPCA % acum. ano,1112015.Pão francês,11.71
2022-05-01,IPCA % acum. ano,1112017.Pão doce,10.35
2022-05-01,IPCA % acum. ano,1112018.Pão de forma,14.74
2022-05-01,IPCA % acum. ano,1112019.Bolo,11.15
2022-05-01,IPCA % acum. ano,1112025.Pão de queijo,6.21
2022-05-01,IPCA % acum. ano,1113.Óleos e gorduras,17.33
2022-05-01,IPCA % acum. ano,1113013.Óleo de soja,22.54
2022-05-01,IPCA % acum. ano,1113014.Azeite de oliva,4.98
2022-05-01,IPCA % acum. ano,1113040.Margarina,9.0
2022-05-01,IPCA % acum. ano,1114.Bebidas e infusões,8.23
2022-05-01,IPCA % acum. ano,1114001.Suco de frutas,5.0
2022-05-01,IPCA % acum. ano,1114003.Polpa de fruta (congelada),4.29
2022-05-01,IPCA % acum. ano,1114004.Açaí (emulsão),44.59
2022-05-01,IPCA % acum. ano,1114022.Café moído,14.63
2022-05-01,IPCA % acum. ano,1114023.Café solúvel,11.8
2022-05-01,IPCA % acum. ano,1114083.Refrigerante e água mineral,5.75
2022-05-01,IPCA % acum. ano,1114084.Cerveja,2.17
2022-05-01,IPCA % acum. ano,1114085.Outras bebidas alcoólicas,14.1
2022-05-01,IPCA % acum. ano,1114087.Vinho,2.56
2022-05-01,IPCA % acum. ano,1114090.Suco em pó,3.98
2022-05-01,IPCA % acum. ano,1114091.Chá mate (erva mate),0.95
2022-05-01,IPCA % acum. ano,1115.Enlatados e conservas,7.8
2022-05-01,IPCA % acum. ano,1115013.Alimento infantil,19.05
2022-05-01,IPCA % acum. ano,1115016.Palmito em conserva,5.84
2022-05-01,IPCA % acum. ano,1115017.Pepino em conserva,10.44
2022-05-01,IPCA % acum. ano,1115039.Sardinha em conserva,10.8
2022-05-01,IPCA % acum. ano,1115050.Salsicha em conserva,8.53
2022-05-01,IPCA % acum. ano,1115056.Sopa desidratada,3.2
2022-05-01,IPCA % acum. ano,1115057.Azeitona,4.57
2022-05-01,IPCA % acum. ano,1115058.Milho-verde em conserva,9.26
2022-05-01,IPCA % acum. ano,1115075.Atum em conserva,5.01
2022-05-01,IPCA % acum. ano,1116.Sal e condimentos,6.63
2022-05-01,IPCA % acum. ano,1116001.Leite de coco,5.54
2022-05-01,IPCA % acum. ano,1116005.Atomatado,6.29
2022-05-01,IPCA % acum. ano,1116010.Alho,3.28
2022-05-01,IPCA % acum. ano,1116013.Sal,7.7
2022-05-01,IPCA % acum. ano,1116022.Colorau,14.47
2022-05-01,IPCA % acum. ano,1116023.Caldo de tucupi,4.76
2022-05-01,IPCA % acum. ano,1116026.Fermento,2.77
2022-05-01,IPCA % acum. ano,1116033.Maionese,16.33
2022-05-01,IPCA % acum. ano,1116041.Vinagre,1.28
2022-05-01,IPCA % acum. ano,1116048.Caldo concentrado,8.4
2022-05-01,IPCA % acum. ano,1116071.Tempero misto,7.74
2022-05-01,IPCA % acum. ano,12.Alimentação fora do domicílio,2.43
2022-05-01,IPCA % acum. ano,1201.Alimentação fora do domicílio,2.43
2022-05-01,IPCA % acum. ano,1201001.Refeição,1.91
2022-05-01,IPCA % acum. ano,1201003.Lanche,3.3
2022-05-01,IPCA % acum. ano,1201007.Refrigerante e água mineral,3.72
2022-05-01,IPCA % acum. ano,1201009.Cafezinho,5.08
2022-05-01,IPCA % acum. ano,1201048.Cerveja,2.2
2022-05-01,IPCA % acum. ano,1201051.Outras bebidas alcoólicas,4.8
2022-05-01,IPCA % acum. ano,1201052.Vinho,-5.58
2022-05-01,IPCA % acum. ano,1201061.Doces,4.8
2022-05-01,IPCA % acum. ano,1201088.Sorvete,8.8
2022-05-01,IPCA % acum. ano,2.Habitação,-1.01
2022-05-01,IPCA % acum. ano,21.Encargos e manutenção,4.18
2022-05-01,IPCA % acum. ano,2101.Aluguel e taxas,3.84
2022-05-01,IPCA % acum. ano,2101001.Aluguel residencial,3.64
2022-05-01,IPCA % acum. ano,2101002.Condomínio,4.32
2022-05-01,IPCA % acum. ano,2101004.Taxa de água e esgoto,3.66
2022-05-01,IPCA % acum. ano,2101012.Mudança,10.66
2022-05-01,IPCA % acum. ano,2103.Reparos,4.26
2022-05-01,IPCA % acum. ano,2103005.Ferragens,4.07
2022-05-01,IPCA % acum. ano,2103008.Material de eletricidade,-0.26
2022-05-01,IPCA % acum. ano,2103012.Vidro,1.46
2022-05-01,IPCA % acum. ano,2103014.Tinta,9.84
2022-05-01,IPCA % acum. ano,2103032.Revestimento de piso e parede,5.69
2022-05-01,IPCA % acum. ano,2103038.Madeira e taco,-1.8
2022-05-01,IPCA % acum. ano,2103039.Cimento,6.4
2022-05-01,IPCA % acum. ano,2103040.Tijolo,2.68
2022-05-01,IPCA % acum. ano,2103041.Material hidráulico,5.92
2022-05-01,IPCA % acum. ano,2103042.Mão de obra,1.2
2022-05-01,IPCA % acum. ano,2103048.Areia,0.56
2022-05-01,IPCA % acum. ano,2103049.Pedras,2.03
2022-05-01,IPCA % acum. ano,2103055.Telha,4.96
2022-05-01,IPCA % acum. ano,2104.Artigos de limpeza,7.58
2022-05-01,IPCA % acum. ano,2104003.Saco para lixo,-1.85
2022-05-01,IPCA % acum. ano,2104005.Água sanitária,4.79
2022-05-01,IPCA % acum. ano,2104008.Detergente,6.29
2022-05-01,IPCA % acum. ano,2104009.Sabão em pó,10.63
2022-05-01,IPCA % acum. ano,2104012.Desinfetante,4.77
2022-05-01,IPCA % acum. ano,2104015.Sabão em barra,7.32
2022-05-01,IPCA % acum. ano,2104016.Esponja de limpeza,6.59
2022-05-01,IPCA % acum. ano,2104019.Sabão líquido,5.81
2022-05-01,IPCA % acum. ano,2104020.Limpador multiuso,7.46
2022-05-01,IPCA % acum. ano,2104041.Papel toalha,-0.83
2022-05-01,IPCA % acum. ano,2104085.Amaciante e alvejante,7.39
2022-05-01,IPCA % acum. ano,22.Combustíveis e energia,-8.5
2022-05-01,IPCA % acum. ano,2201.Combustíveis (domésticos),8.28
2022-05-01,IPCA % acum. ano,2201003.Carvão vegetal,4.37
2022-05-01,IPCA % acum. ano,2201004.Gás de botijão,7.91
2022-05-01,IPCA % acum. ano,2201005.Gás encanado,11.91
2022-05-01,IPCA % acum. ano,2202.Energia elétrica residencial,-13.59
2022-05-01,IPCA % acum. ano,2202003.Energia elétrica residencial,-13.59
2022-05-01,IPCA % acum. ano,3.Artigos de residência,6.5
2022-05-01,IPCA % acum. ano,31.Móveis e utensílios,7.52
2022-05-01,IPCA % acum. ano,3101.Mobiliário,10.12
2022-05-01,IPCA % acum. ano,3101002.Móvel para sala,11.52
2022-05-01,IPCA % acum. ano,3101003.Móvel para quarto,9.29
2022-05-01,IPCA % acum. ano,3101015.Móvel para copa e cozinha,11.31
2022-05-01,IPCA % acum. ano,3101016.Móvel infantil,4.87
2022-05-01,IPCA % acum. ano,3101017.Colchão,0.42
2022-05-01,IPCA % acum. ano,3102.Utensílios e enfeites,2.87
2022-05-01,IPCA % acum. ano,3102001.Artigos de iluminação,1.58
2022-05-01,IPCA % acum. ano,3102005.Tapete,0.43
2022-05-01,IPCA % acum. ano,3102006.Cortina,5.28
2022-05-01,IPCA % acum. ano,3102007.Utensílios de metal,2.67
2022-05-01,IPCA % acum. ano,3102009.Utensílios de vidro e louça,2.2
2022-05-01,IPCA % acum. ano,3102010.Utensílios de plástico,4.49
2022-05-01,IPCA % acum. ano,3102035.Flores naturais,15.7
2022-05-01,IPCA % acum. ano,3102337.Utensílios para bebê,3.19
2022-05-01,IPCA % acum. ano,"3103.Cama, mesa e banho",4.18
2022-05-01,IPCA % acum. ano,3103001.Roupa de cama,4.23
2022-05-01,IPCA % acum. ano,3103003.Roupa de banho,2.34
2022-05-01,IPCA % acum. ano,32.Aparelhos eletroeletrônicos,5.82
2022-05-01,IPCA % acum. ano,3201.Eletrodomésticos e equipamentos,10.92
2022-05-01,IPCA % acum. ano,3201001.Refrigerador,12.9
2022-05-01,IPCA % acum. ano,3201002.Ar-condicionado,6.8
2022-05-01,IPCA % acum. ano,3201006.Máquina de lavar roupa,10.07
2022-05-01,IPCA % acum. ano,3201013.Ventilador,5.42
2022-05-01,IPCA % acum. ano,3201021.Fogão,11.15
2022-05-01,IPCA % acum. ano,3201050.Chuveiro elétrico,6.63
2022-05-01,IPCA % acum. ano,"3202.Tv, som e informática",0.37
2022-05-01,IPCA % acum. ano,3202001.Televisor,-1.75
2022-05-01,IPCA % acum. ano,3202003.Aparelho de som,-0.98
2022-05-01,IPCA % acum. ano,3202008.Videogame (console),-7.65
2022-05-01,IPCA % acum. ano,3202028.Computador pessoal,4.1
2022-05-01,IPCA % acum. ano,33.Consertos e manutenção,4.69
2022-05-01,IPCA % acum. ano,3301.Consertos e manutenção,4.69
2022-05-01,IPCA % acum. ano,3301002.Conserto de refrigerador,4.25
2022-05-01,IPCA % acum. ano,3301006.Conserto de televisor,3.45
2022-05-01,IPCA % acum. ano,3301015.Conserto de máquina de lavar roupa,8.57
2022-05-01,IPCA % acum. ano,3301022.Reforma de estofado,3.73
2022-05-01,IPCA % acum. ano,3301088.Conserto de aparelho celular,2.0
2022-05-01,IPCA % acum. ano,3301130.Conserto de bicicleta,5.73
2022-05-01,IPCA % acum. ano,4.Vestuário,7.34
2022-05-01,IPCA % acum. ano,41.Roupas,8.02
2022-05-01,IPCA % acum. ano,4101.Roupa masculina,8.7
2022-05-01,IPCA % acum. ano,4101002.Calça comprida masculina,9.25
2022-05-01,IPCA % acum. ano,4101005.Agasalho masculino,11.42
2022-05-01,IPCA % acum. ano,4101006.Bermuda/short masculino,6.5
2022-05-01,IPCA % acum. ano,4101008.Cueca,9.41
2022-05-01,IPCA % acum. ano,4101009.Camisa/camiseta masculina,8.99
2022-05-01,IPCA % acum. ano,4102.Roupa feminina,8.69
2022-05-01,IPCA % acum. ano,4102002.Calça comprida feminina,10.17
2022-05-01,IPCA % acum. ano,4102003.Agasalho feminino,13.87
2022-05-01,IPCA % acum. ano,4102004.Saia,9.71
2022-05-01,IPCA % acum. ano,4102005.Vestido,10.82
2022-05-01,IPCA % acum. ano,4102008.Blusa,7.23
2022-05-01,IPCA % acum. ano,4102010.Lingerie,6.46
2022-05-01,IPCA % acum. ano,4102013.Bermuda/short feminino,5.7
2022-05-01,IPCA % acum. ano,4103.Roupa infantil,5.32
2022-05-01,IPCA % acum. ano,4103001.Uniforme escolar,6.25
2022-05-01,IPCA % acum. ano,4103002.Calça comprida infantil,10.74
2022-05-01,IPCA % acum. ano,4103005.Agasalho infantil,13.25
2022-05-01,IPCA % acum. ano,4103007.Vestido infantil,2.88
2022-05-01,IPCA % acum. ano,4103008.Bermuda/short infantil,5.5
2022-05-01,IPCA % acum. ano,4103011.Camisa/camiseta infantil,5.23
2022-05-01,IPCA % acum. ano,4103031.Conjunto infantil,2.43
2022-05-01,IPCA % acum. ano,42.Calçados e acessórios,7.0
2022-05-01,IPCA % acum. ano,4201.Calçados e acessórios,7.0
2022-05-01,IPCA % acum. ano,4201002.Sapato masculino,5.71
2022-05-01,IPCA % acum. ano,4201003.Sapato feminino,5.71
2022-05-01,IPCA % acum. ano,4201004.Sapato infantil,7.71
2022-05-01,IPCA % acum. ano,4201015.Bolsa,7.98
2022-05-01,IPCA % acum. ano,4201040.Mochila,8.83
2022-05-01,IPCA % acum. ano,4201063.Tênis,8.66
2022-05-01,IPCA % acum. ano,4201098.Sandália/chinelo,5.43
2022-05-01,IPCA % acum. ano,43.Joias e bijuterias,1.04
2022-05-01,IPCA % acum. ano,4301.Joias e bijuterias,1.04
2022-05-01,IPCA % acum. ano,4301001.Bijuteria,7.48
2022-05-01,IPCA % acum. ano,4301002.Joia,-1.3
2022-05-01,IPCA % acum. ano,4301004.Relógio de pulso,6.28
2022-05-01,IPCA % acum. ano,44.Tecidos e armarinho,4.13
2022-05-01,IPCA % acum. ano,4401.Tecidos e armarinho,4.13
2022-05-01,IPCA % acum. ano,4401001.Tecido,4.46
2022-05-01,IPCA % acum. ano,4401002.Artigos de armarinho,2.55
2022-05-01,IPCA % acum. ano,5.Transportes,6.77
2022-05-01,IPCA % acum. ano,51.Transportes,6.77
2022-05-01,IPCA % acum. ano,5101.Transporte público,0.96
2022-05-01,IPCA % acum. ano,5101001.Ônibus urbano,2.44
2022-05-01,IPCA % acum. ano,5101002.Táxi,12.27
2022-05-01,IPCA % acum. ano,5101004.Trem,0.0
2022-05-01,IPCA % acum. ano,5101006.Ônibus intermunicipal,3.61
2022-05-01,IPCA % acum. ano,5101007.Ônibus interestadual,8.06
2022-05-01,IPCA % acum. ano,5101010.Passagem aérea,-6.88
2022-05-01,IPCA % acum. ano,5101011.Metrô,3.92
2022-05-01,IPCA % acum. ano,5101026.Transporte escolar,5.21
2022-05-01,IPCA % acum. ano,5101051.Transporte por aplicativo,-5.68
2022-05-01,IPCA % acum. ano,5101053.Integração transporte público,0.0
2022-05-01,IPCA % acum. ano,5102.Veículo próprio,6.88
2022-05-01,IPCA % acum. ano,5102001.Automóvel novo,5.62
2022-05-01,IPCA % acum. ano,5102004.Emplacamento e licença,8.81
2022-05-01,IPCA % acum. ano,5102005.Seguro voluntário de veículo,18.68
2022-05-01,IPCA % acum. ano,5102006.Multa,0.0
2022-05-01,IPCA % acum. ano,5102007.Óleo lubrificante,5.35
2022-05-01,IPCA % acum. ano,5102009.Acessórios e peças,3.73
2022-05-01,IPCA % acum. ano,5102010.Pneu,6.7
2022-05-01,IPCA % acum. ano,5102011.Conserto de automóvel,5.83
2022-05-01,IPCA % acum. ano,5102013.Estacionamento,2.53
2022-05-01,IPCA % acum. ano,5102015.Pedágio,0.37
2022-05-01,IPCA % acum. ano,5102020.Automóvel usado,3.77
2022-05-01,IPCA % acum. ano,5102037.Pintura de veículo,4.75
2022-05-01,IPCA % acum. ano,5102051.Aluguel de veículo,-20.61
2022-05-01,IPCA % acum. ano,5102053.Motocicleta,10.2
2022-05-01,IPCA % acum. ano,5104.Combustíveis (veículos),8.83
2022-05-01,IPCA % acum. ano,5104001.Gasolina,8.83
2022-05-01,IPCA % acum. ano,5104002.Etanol,2.63
2022-05-01,IPCA % acum. ano,5104003.Óleo diesel,28.49
2022-05-01,IPCA % acum. ano,5104005.Gás veicular,23.53
2022-05-01,IPCA % acum. ano,6.Saúde e cuidados pessoais,4.58
2022-05-01,IPCA % acum. ano,61.Produtos farmacêuticos e óticos,10.44
2022-05-01,IPCA % acum. ano,6101.Produtos farmacêuticos,11.2
2022-05-01,IPCA % acum. ano,6101001.Anti-infeccioso e antibiótico,10.69
2022-05-01,IPCA % acum. ano,6101002.Analgésico e antitérmico,12.37
2022-05-01,IPCA % acum. ano,6101003.Anti-inflamatório e antirreumático,11.52
2022-05-01,IPCA % acum. ano,6101004.Antigripal e antitussígeno,10.82
2022-05-01,IPCA % acum. ano,6101006.Dermatológico,11.67
2022-05-01,IPCA % acum. ano,6101007.Antialérgico e broncodilatador,11.68
2022-05-01,IPCA % acum. ano,6101009.Gastroprotetor,12.08
2022-05-01,IPCA % acum. ano,6101010.Vitamina e fortificante,11.02
2022-05-01,IPCA % acum. ano,6101011.Hormonal,10.17
2022-05-01,IPCA % acum. ano,6101013.Psicotrópico e anorexígeno,11.1
2022-05-01,IPCA % acum. ano,6101014.Hipotensor e hipocolesterolêmico,11.05
2022-05-01,IPCA % acum. ano,6101051.Oftalmológico,12.44
2022-05-01,IPCA % acum. ano,6101064.Antidiabético,9.7
2022-05-01,IPCA % acum. ano,6101148.Neurológico,9.36
2022-05-01,IPCA % acum. ano,6102.Produtos óticos,1.26
2022-05-01,IPCA % acum. ano,6102012.Óculos de grau,1.26
2022-05-01,IPCA % acum. ano,62.Serviços de saúde,-1.2
2022-05-01,IPCA % acum. ano,6201.Serviços médicos e dentários,3.91
2022-05-01,IPCA % acum. ano,6201002.Médico,4.47
2022-05-01,IPCA % acum. ano,6201003.Dentista,3.31
2022-05-01,IPCA % acum. ano,6201005.Aparelho ortodôntico,3.61
2022-05-01,IPCA % acum. ano,6201007.Fisioterapeuta,6.36
2022-05-01,IPCA % acum. ano,6201010.Psicólogo,4.34
2022-05-01,IPCA % acum. ano,6202.Serviços laboratoriais e hospitalares,3.24
2022-05-01,IPCA % acum. ano,6202003.Exame de laboratório,3.27
2022-05-01,IPCA % acum. ano,6202004.Hospitalização e cirurgia,3.59
2022-05-01,IPCA % acum. ano,6202006.Exame de imagem,2.27
2022-05-01,IPCA % acum. ano,6203.Plano de saúde,-3.4
2022-05-01,IPCA % acum. ano,6203001.Plano de saúde,-3.4
2022-05-01,IPCA % acum. ano,63.Cuidados pessoais,7.55
2022-05-01,IPCA % acum. ano,6301.Higiene pessoal,7.55
2022-05-01,IPCA % acum. ano,6301001.Produto para cabelo,6.31
2022-05-01,IPCA % acum. ano,6301002.Fralda descartável,4.06
2022-05-01,IPCA % acum. ano,6301004.Produto para barba,2.15
2022-05-01,IPCA % acum. ano,6301006.Produto para pele,9.78
2022-05-01,IPCA % acum. ano,6301007.Produto para higiene bucal,6.26
2022-05-01,IPCA % acum. ano,6301010.Produto para unha,3.29
2022-05-01,IPCA % acum. ano,6301011.Perfume,10.0
2022-05-01,IPCA % acum. ano,6301014.Desodorante,3.7
2022-05-01,IPCA % acum. ano,6301015.Absorvente higiênico,4.52
2022-05-01,IPCA % acum. ano,6301016.Sabonete,12.57
2022-05-01,IPCA % acum. ano,6301017.Papel higiênico,5.23
2022-05-01,IPCA % acum. ano,6301020.Artigos de maquiagem,8.82
2022-05-01,IPCA % acum. ano,7.Despesas pessoais,3.05
2022-05-01,IPCA % acum. ano,71.Serviços pessoais,2.36
2022-05-01,IPCA % acum. ano,7101.Serviços pessoais,2.36
2022-05-01,IPCA % acum. ano,7101001.Costureira,1.27
2022-05-01,IPCA % acum. ano,7101005.Manicure,2.32
2022-05-01,IPCA % acum. ano,7101010.Empregado doméstico,1.02
2022-05-01,IPCA % acum. ano,7101011.Cabeleireiro e barbeiro,4.45
2022-05-01,IPCA % acum. ano,7101014.Depilação,5.14
2022-05-01,IPCA % acum. ano,7101034.Cartório,12.07
2022-05-01,IPCA % acum. ano,7101036.Despachante,8.61
2022-05-01,IPCA % acum. ano,7101076.Serviço bancário,2.86
2022-05-01,IPCA % acum. ano,7101090.Conselho de classe,1.03
2022-05-01,IPCA % acum. ano,7101144.Sobrancelha,2.7
2022-05-01,IPCA % acum. ano,72.Recreação e fumo,4.17
2022-05-01,IPCA % acum. ano,7201.Recreação,4.83
2022-05-01,IPCA % acum. ano,7201006.Clube,4.77
2022-05-01,IPCA % acum. ano,7201010.Instrumento musical,-0.87
2022-05-01,IPCA % acum. ano,7201015.Tratamento de animais (clínica),3.34
2022-05-01,IPCA % acum. ano,7201019.Bicicleta,4.09
2022-05-01,IPCA % acum. ano,7201020.Alimento para animais,5.42
2022-05-01,IPCA % acum. ano,7201023.Brinquedo,9.42
2022-05-01,IPCA % acum. ano,7201054.Casa noturna,-3.47
2022-05-01,IPCA % acum. ano,7201063.Jogos de azar,0.0
2022-05-01,IPCA % acum. ano,7201067.Material de caça e pesca,4.71
2022-05-01,IPCA % acum. ano,7201090.Hospedagem,7.6
2022-05-01,IPCA % acum. ano,7201095.Pacote turístico,3.58
2022-05-01,IPCA % acum. ano,7201256.Serviço de higiene para animais,4.21
2022-05-01,IPCA % acum. ano,"7201266.Cinema, teatro e concertos",7.6
2022-05-01,IPCA % acum. ano,7202.Fumo,0.06
2022-05-01,IPCA % acum. ano,7202041.Cigarro,0.06
2022-05-01,IPCA % acum. ano,8.Educação,6.15
2022-05-01,IPCA % acum. ano,"81.Cursos, leitura e papelaria",6.15
2022-05-01,IPCA % acum. ano,8101.Cursos regulares,6.67
2022-05-01,IPCA % acum. ano,8101001.Creche,6.53
2022-05-01,IPCA % acum. ano,8101002.Pré-escola,7.67
2022-05-01,IPCA % acum. ano,8101003.Ensino fundamental,8.06
2022-05-01,IPCA % acum. ano,8101004.Ensino médio,7.53
2022-05-01,IPCA % acum. ano,8101005.Ensino superior,5.82
2022-05-01,IPCA % acum. ano,8101006.Pós-graduação,2.79
2022-05-01,IPCA % acum. ano,8101008.Educação de jovens e adultos,3.28
2022-05-01,IPCA % acum. ano,8101045.Curso técnico,4.31
2022-05-01,IPCA % acum. ano,8102.Leitura,3.09
2022-05-01,IPCA % acum. ano,8102001.Jornal diário,6.91
2022-05-01,IPCA % acum. ano,8102004.Revista,-0.62
2022-05-01,IPCA % acum. ano,8102007.Livro didático,2.29
2022-05-01,IPCA % acum. ano,8102008.Livro não didático,6.3
2022-05-01,IPCA % acum. ano,8103.Papelaria,4.01
2022-05-01,IPCA % acum. ano,8103001.Caderno,5.53
2022-05-01,IPCA % acum. ano,8103014.Artigos de papelaria,3.17
2022-05-01,IPCA % acum. ano,8104.Cursos diversos,5.66
2022-05-01,IPCA % acum. ano,8104001.Curso preparatório,4.99
2022-05-01,IPCA % acum. ano,8104003.Curso de idioma,7.29
2022-05-01,IPCA % acum. ano,8104004.Curso de informática,5.14
2022-05-01,IPCA % acum. ano,8104005.Autoescola,6.1
2022-05-01,IPCA % acum. ano,8104006.Atividades físicas,4.55
2022-05-01,IPCA % acum. ano,9.Comunicação,2.1
2022-05-01,IPCA % acum. ano,91.Comunicação,2.1
2022-05-01,IPCA % acum. ano,9101.Comunicação,2.1
2022-05-01,IPCA % acum. ano,9101001.Correio,7.48
2022-05-01,IPCA % acum. ano,9101002.Plano de telefonia fixa,0.21
2022-05-01,IPCA % acum. ano,9101008.Plano de telefonia móvel,1.6
2022-05-01,IPCA % acum. ano,9101010.Tv por assinatura,4.0
2022-05-01,IPCA % acum. ano,9101018.Acesso à internet,0.0
2022-05-01,IPCA % acum. ano,9101019.Aparelho telefônico,0.85
2022-05-01,IPCA % acum. ano,9101115.Serviços de streaming,0.0
2022-05-01,IPCA % acum. ano,"9101116.Combo de telefonia, internet e tv por assinatura",3.84
2022-06-01,IPCA % acum. ano,Índice geral,5.49
2022-06-01,IPCA % acum. ano,1.Alimentação e bebidas,8.42
2022-06-01,IPCA % acum. ano,11.Alimentação no domicílio,10.22
2022-06-01,IPCA % acum. ano,"1101.Cereais, leguminosas e oleaginosas",7.87
2022-06-01,IPCA % acum. ano,1101002.Arroz,1.81
2022-06-01,IPCA % acum. ano,1101051.Feijão - mulatinho,9.62
2022-06-01,IPCA % acum. ano,1101052.Feijão - preto,0.22
2022-06-01,IPCA % acum. ano,1101053.Feijão - macáçar (fradinho),1.97
2022-06-01,IPCA % acum. ano,1101073.Feijão - carioca (rajado),40.97
2022-06-01,IPCA % acum. ano,1101079.Milho (em grão),12.12
2022-06-01,IPCA % acum. ano,"1102.Farinhas, féculas e massas",13.16
2022-06-01,IPCA % acum. ano,1102001.Farinha de arroz,9.54
2022-06-01,IPCA % acum. ano,1102006.Macarrão,14.29
2022-06-01,IPCA % acum. ano,1102008.Fubá de milho,4.96
2022-06-01,IPCA % acum. ano,1102010.Flocos de milho,8.01
2022-06-01,IPCA % acum. ano,1102012.Farinha de trigo,24.61
2022-06-01,IPCA % acum. ano,1102023.Farinha de mandioca,12.48
2022-06-01,IPCA % acum. ano,1102029.Massa semipreparada,7.19
2022-06-01,IPCA % acum. ano,1102061.Macarrão instantâneo,19.22
2022-06-01,IPCA % acum. ano,"1103.Tubérculos, raízes e legumes",29.59
2022-06-01,IPCA % acum. ano,1103002.Batata-doce,-5.77
2022-06-01,IPCA % acum. ano,1103003.Batata-inglesa,55.77
2022-06-01,IPCA % acum. ano,1103004.Inhame,4.94
2022-06-01,IPCA % acum. ano,1103005.Mandioca (aipim),-2.03
2022-06-01,IPCA % acum. ano,1103020.Abobrinha,54.41
2022-06-01,IPCA % acum. ano,1103025.Pepino,55.58
2022-06-01,IPCA % acum. ano,1103026.Pimentão,11.23
2022-06-01,IPCA % acum. ano,1103028.Tomate,10.5
2022-06-01,IPCA % acum. ano,1103043.Cebola,48.23
2022-06-01,IPCA % acum. ano,1103044.Cenoura,45.67
2022-06-01,IPCA % acum. ano,1104.Açúcares e derivados,7.03
2022-06-01,IPCA % acum. ano,1104003.Açúcar refinado,0.8
2022-06-01,IPCA % acum. ano,1104004.Açúcar cristal,5.13
2022-06-01,IPCA % acum. ano,1104018.Balas,2.03
2022-06-01,IPCA % acum. ano,1104023.Chocolate em barra e bombom,6.4
2022-06-01,IPCA % acum. ano,1104032.Sorvete,11.37
2022-06-01,IPCA % acum. ano,1104052.Chocolate e achocolatado em pó,13.03
2022-06-01,IPCA % acum. ano,1104060.Doce de frutas em pasta,8.75
2022-06-01,IPCA % acum. ano,1104067.Açúcar demerara,8.37
2022-06-01,IPCA % acum. ano,1105.Hortaliças e verduras,30.62
2022-06-01,IPCA % acum. ano,1105001.Alface,34.78
