data,variavel,grupo,ipca_acum_ano
2020-12-01,IPCA % acum. ano,1101073.Feijão - carioca (rajado),16.23
2020-12-01,IPCA % acum. ano,1101079.Milho (em grão),13.56
2020-12-01,IPCA % acum. ano,"1102.Farinhas, féculas e massas",7.29
2020-12-01,IPCA % acum. ano,1102001.Farinha de arroz,5.93
2020-12-01,IPCA % acum. ano,1102006.Macarrão,2.29
2020-12-01,IPCA % acum. ano,1102008.Fubá de milho,10.78
2020-12-01,IPCA % acum. ano,1102010.Flocos de milho,2.6
2020-12-01,IPCA % acum. ano,1102012.Farinha de trigo,14.96
2020-12-01,IPCA % acum. ano,1102023.Farinha de mandioca,11.52
2020-12-01,IPCA % acum. ano,1102029.Massa semipreparada,7.62
2020-12-01,IPCA % acum. ano,1102061.Macarrão instantâneo,6.41
2020-12-01,IPCA % acum. ano,"1103.Tubérculos, raízes e legumes",46.72
2020-12-01,IPCA % acum. ano,1103002.Batata-doce,48.1
2020-12-01,IPCA % acum. ano,1103003.Batata-inglesa,67.27
2020-12-01,IPCA % acum. ano,1103004.Inhame,-1.77
2020-12-01,IPCA % acum. ano,1103005.Mandioca (aipim),22.22
2020-12-01,IPCA % acum. ano,1103020.Abobrinha,34.58
2020-12-01,IPCA % acum. ano,1103025.Pepino,0.38
2020-12-01,IPCA % acum. ano,1103026.Pimentão,34.16
2020-12-01,IPCA % acum. ano,1103028.Tomate,52.76
2020-12-01,IPCA % acum. ano,1103043.Cebola,14.49
2020-12-01,IPCA % acum. ano,1103044.Cenoura,45.98
2020-12-01,IPCA % acum. ano,1104.Açúcares e derivados,11.05
2020-12-01,IPCA % acum. ano,1104003.Açúcar refinado,12.11
2020-12-01,IPCA % acum. ano,1104004.Açúcar cristal,25.24
2020-12-01,IPCA % acum. ano,1104018.Balas,-3.13
2020-12-01,IPCA % acum. ano,1104023.Chocolate em barra e bombom,6.53
2020-12-01,IPCA % acum. ano,1104032.Sorvete,11.86
2020-12-01,IPCA % acum. ano,1104052.Chocolate e achocolatado em pó,6.84
2020-12-01,IPCA % acum. ano,1104060.Doce de frutas em pasta,12.95
2020-12-01,IPCA % acum. ano,1104067.Açúcar demerara,0.07
2020-12-01,IPCA % acum. ano,1105.Hortaliças e verduras,21.19
2020-12-01,IPCA % acum. ano,1105001.Alface,26.43
2020-12-01,IPCA % acum. ano,1105004.Coentro,24.17
2020-12-01,IPCA % acum. ano,1105005.Couve,6.87
2020-12-01,IPCA % acum. ano,1105006.Couve-flor,1.01
2020-12-01,IPCA % acum. ano,1105010.Repolho,46.43
2020-12-01,IPCA % acum. ano,1105012.Cheiro-verde,10.79
2020-12-01,IPCA % acum. ano,1105019.Brócolis,16.78
2020-12-01,IPCA % acum. ano,1106.Frutas,25.4
2020-12-01,IPCA % acum. ano,1106001.Banana-da-terra,-2.94
2020-12-01,IPCA % acum. ano,1106003.Abacaxi,7.72
2020-12-01,IPCA % acum. ano,1106004.Abacate,-0.32
2020-12-01,IPCA % acum. ano,1106005.Banana - d'água,39.28
2020-12-01,IPCA % acum. ano,1106006.Banana - maçã,38.55
2020-12-01,IPCA % acum. ano,1106008.Banana - prata,24.79
2020-12-01,IPCA % acum. ano,1106011.Laranja - baía,44.23
2020-12-01,IPCA % acum. ano,1106012.Laranja - lima,53.1
2020-12-01,IPCA % acum. ano,1106015.Limão,-14.0
2020-12-01,IPCA % acum. ano,1106017.Maçã,42.76
2020-12-01,IPCA % acum. ano,1106018.Mamão,32.88
2020-12-01,IPCA % acum. ano,1106019.Manga,6.2
2020-12-01,IPCA % acum. ano,1106020.Maracujá,17.95
2020-12-01,IPCA % acum. ano,1106021.Melancia,1.12
2020-12-01,IPCA % acum. ano,1106022.Melão,8.95
2020-12-01,IPCA % acum. ano,1106023.Pera,22.07
2020-12-01,IPCA % acum. ano,1106027.Tangerina,28.62
2020-12-01,IPCA % acum. ano,1106028.Uva,14.98
2020-12-01,IPCA % acum. ano,1106039.Laranja - pera,27.68
2020-12-01,IPCA % acum. ano,1106051.Morango,36.56
2020-12-01,IPCA % acum. ano,1106084.Goiaba,8.35
2020-12-01,IPCA % acum. ano,1107.Carnes,17.97
2020-12-01,IPCA % acum. ano,1107009.Fígado,27.05
2020-12-01,IPCA % acum. ano,1107018.Carne de porco,29.63
2020-12-01,IPCA % acum. ano,1107031.Carne de carneiro,6.8
2020-12-01,IPCA % acum. ano,1107081.Cupim,26.79
2020-12-01,IPCA % acum. ano,1107084.Contrafilé,12.71
2020-12-01,IPCA % acum. ano,1107085.Filé-mignon,-6.28
2020-12-01,IPCA % acum. ano,1107087.Chã de dentro,12.6
2020-12-01,IPCA % acum. ano,1107088.Alcatra,5.39
2020-12-01,IPCA % acum. ano,1107089.Patinho,11.99
2020-12-01,IPCA % acum. ano,1107090.Lagarto redondo,14.06
2020-12-01,IPCA % acum. ano,1107091.Lagarto comum,19.63
2020-12-01,IPCA % acum. ano,1107093.Músculo,27.67
2020-12-01,IPCA % acum. ano,1107094.Pá,20.78
2020-12-01,IPCA % acum. ano,1107095.Acém,20.75
2020-12-01,IPCA % acum. ano,1107096.Peito,33.99
2020-12-01,IPCA % acum. ano,1107097.Capa de filé,11.78
2020-12-01,IPCA % acum. ano,1107099.Costela,29.74
2020-12-01,IPCA % acum. ano,1107208.Picanha,17.01
2020-12-01,IPCA % acum. ano,1108.Pescados,6.41
2020-12-01,IPCA % acum. ano,1108002.Peixe - anchova,9.23
2020-12-01,IPCA % acum. ano,1108004.Peixe - corvina,14.0
2020-12-01,IPCA % acum. ano,1108011.Peixe - tainha,38.98
2020-12-01,IPCA % acum. ano,1108012.Peixe - sardinha,-3.87
2020-12-01,IPCA % acum. ano,1108013.Camarão,0.35
2020-12-01,IPCA % acum. ano,1108019.Peixe - cavala,8.37
2020-12-01,IPCA % acum. ano,1108029.Peixe - cação,-2.71
2020-12-01,IPCA % acum. ano,1108031.Peixe - merluza,9.08
2020-12-01,IPCA % acum. ano,1108032.Peixe - serra,-7.8
2020-12-01,IPCA % acum. ano,1108038.Peixe - pescada,8.94
2020-12-01,IPCA % acum. ano,1108045.Caranguejo,6.61
2020-12-01,IPCA % acum. ano,1108049.Peixe - castanha,2.57
2020-12-01,IPCA % acum. ano,1108052.Peixe - palombeta,8.62
2020-12-01,IPCA % acum. ano,1108072.Peixe - curimatã,16.06
2020-12-01,IPCA % acum. ano,1108075.Peixe - salmão,4.62
2020-12-01,IPCA % acum. ano,1108080.Peixe - tilápia,8.98
2020-12-01,IPCA % acum. ano,1108087.Peixe - tambaqui,0.99
2020-12-01,IPCA % acum. ano,1108088.Peixe - dourada,1.8
2020-12-01,IPCA % acum. ano,1108092.Peixe - filhote,18.25
2020-12-01,IPCA % acum. ano,1108096.Peixe - peroá,13.77
2020-12-01,IPCA % acum. ano,1108112.Peixe - pintado,22.36
2020-12-01,IPCA % acum. ano,1108125.Peixe - aruanã,5.38
2020-12-01,IPCA % acum. ano,1109.Carnes e peixes industrializados,15.89
2020-12-01,IPCA % acum. ano,1109002.Presunto,9.38
2020-12-01,IPCA % acum. ano,1109007.Salsicha,13.45
2020-12-01,IPCA % acum. ano,1109008.Linguiça,22.0
2020-12-01,IPCA % acum. ano,1109010.Mortadela,3.49
2020-12-01,IPCA % acum. ano,1109012.Salame,17.92
2020-12-01,IPCA % acum. ano,1109023.Bacalhau,1.77
2020-12-01,IPCA % acum. ano,1109056.Carne-seca e de sol,13.85
2020-12-01,IPCA % acum. ano,1109058.Carne de porco salgada e defumada,1.38
2020-12-01,IPCA % acum. ano,1110.Aves e ovos,14.47
2020-12-01,IPCA % acum. ano,1110009.Frango inteiro,17.16
2020-12-01,IPCA % acum. ano,1110010.Frango em pedaços,14.08
2020-12-01,IPCA % acum. ano,1110044.Ovo de galinha,11.42
2020-12-01,IPCA % acum. ano,1111.Leites e derivados,16.84
2020-12-01,IPCA % acum. ano,1111004.Leite longa vida,26.93
2020-12-01,IPCA % acum. ano,1111008.Leite condensado,14.0
2020-12-01,IPCA % acum. ano,1111009.Leite em pó,18.29
2020-12-01,IPCA % acum. ano,1111011.Queijo,9.79
2020-12-01,IPCA % acum. ano,1111019.Iogurte e bebidas lácteas,2.69
2020-12-01,IPCA % acum. ano,1111021.Requeijão,11.37
2020-12-01,IPCA % acum. ano,1111031.Manteiga,7.56
2020-12-01,IPCA % acum. ano,1111038.Leite fermentado,9.01
2020-12-01,IPCA % acum. ano,1112.Panificados,4.99
2020-12-01,IPCA % acum. ano,1112003.Biscoito,8.22
2020-12-01,IPCA % acum. ano,1112015.Pão francês,4.99
2020-12-01,IPCA % acum. ano,1112017.Pão doce,1.55
2020-12-01,IPCA % acum. ano,1112018.Pão de forma,0.84
2020-12-01,IPCA % acum. ano,1112019.Bolo,-0.03
2020-12-01,IPCA % acum. ano,1112025.Pão de queijo,4.33
2020-12-01,IPCA % acum. ano,1113.Óleos e gorduras,61.77
2020-12-01,IPCA % acum. ano,1113013.Óleo de soja,103.79
2020-12-01,IPCA % acum. ano,1113014.Azeite de oliva,14.39
2020-12-01,IPCA % acum. ano,1113040.Margarina,11.1
2020-12-01,IPCA % acum. ano,1114.Bebidas e infusões,5.2
2020-12-01,IPCA % acum. ano,1114001.Suco de frutas,5.51
2020-12-01,IPCA % acum. ano,1114003.Polpa de fruta (congelada),1.46
2020-12-01,IPCA % acum. ano,1114004.Açaí (emulsão),30.56
2020-12-01,IPCA % acum. ano,1114022.Café moído,7.7
2020-12-01,IPCA % acum. ano,1114023.Café solúvel,5.33
2020-12-01,IPCA % acum. ano,1114083.Refrigerante e água mineral,3.53
2020-12-01,IPCA % acum. ano,1114084.Cerveja,1.94
2020-12-01,IPCA % acum. ano,1114085.Outras bebidas alcoólicas,8.96
2020-12-01,IPCA % acum. ano,1114087.Vinho,6.72
2020-12-01,IPCA % acum. ano,1114090.Suco em pó,1.87
2020-12-01,IPCA % acum. ano,1114091.Chá mate (erva mate),7.57
2020-12-01,IPCA % acum. ano,1115.Enlatados e conservas,13.34
2020-12-01,IPCA % acum. ano,1115013.Alimento infantil,8.76
2020-12-01,IPCA % acum. ano,1115016.Palmito em conserva,9.92
2020-12-01,IPCA % acum. ano,1115017.Pepino em conserva,9.08
2020-12-01,IPCA % acum. ano,1115039.Sardinha em conserva,17.83
2020-12-01,IPCA % acum. ano,1115050.Salsicha em conserva,33.79
2020-12-01,IPCA % acum. ano,1115056.Sopa desidratada,5.35
2020-12-01,IPCA % acum. ano,1115057.Azeitona,9.98
2020-12-01,IPCA % acum. ano,1115058.Milho-verde em conserva,14.64
2020-12-01,IPCA % acum. ano,1115075.Atum em conserva,12.31
2020-12-01,IPCA % acum. ano,1116.Sal e condimentos,6.96
2020-12-01,IPCA % acum. ano,1116001.Leite de coco,0.83
2020-12-01,IPCA % acum. ano,1116005.Atomatado,8.39
2020-12-01,IPCA % acum. ano,1116010.Alho,6.61
2020-12-01,IPCA % acum. ano,1116013.Sal,3.0
2020-12-01,IPCA % acum. ano,1116022.Colorau,7.27
2020-12-01,IPCA % acum. ano,1116023.Caldo de tucupi,-5.47
2020-12-01,IPCA % acum. ano,1116026.Fermento,6.96
2020-12-01,IPCA % acum. ano,1116033.Maionese,6.54
2020-12-01,IPCA % acum. ano,1116041.Vinagre,5.66
2020-12-01,IPCA % acum. ano,1116048.Caldo concentrado,3.97
2020-12-01,IPCA % acum. ano,1116071.Tempero misto,6.81
2020-12-01,IPCA % acum. ano,12.Alimentação fora do domicílio,4.78
2020-12-01,IPCA % acum. ano,1201.Alimentação fora do domicílio,4.78
2020-12-01,IPCA % acum. ano,1201001.Refeição,2.67
2020-12-01,IPCA % acum. ano,1201003.Lanche,10.08
2020-12-01,IPCA % acum. ano,1201007.Refrigerante e água mineral,2.96
2020-12-01,IPCA % acum. ano,1201009.Cafezinho,8.05
2020-12-01,IPCA % acum. ano,1201048.Cerveja,2.95
2020-12-01,IPCA % acum. ano,1201051.Outras bebidas alcoólicas,3.66
2020-12-01,IPCA % acum. ano,1201052.Vinho,8.73
2020-12-01,IPCA % acum. ano,1201061.Doces,5.02
2020-12-01,IPCA % acum. ano,1201088.Sorvete,1.85
2020-12-01,IPCA % acum. ano,2.Habitação,5.25
2020-12-01,IPCA % acum. ano,21.Encargos e manutenção,3.2
2020-12-01,IPCA % acum. ano,2101.Aluguel e taxas,2.67
2020-12-01,IPCA % acum. ano,2101001.Aluguel residencial,2.77
2020-12-01,IPCA % acum. ano,2101002.Condomínio,2.58
2020-12-01,IPCA % acum. ano,2101004.Taxa de água e esgoto,2.58
2020-12-01,IPCA % acum. ano,2101012.Mudança,-7.0
2020-12-01,IPCA % acum. ano,2103.Reparos,5.62
2020-12-01,IPCA % acum. ano,2103005.Ferragens,9.47
2020-12-01,IPCA % acum. ano,2103008.Material de eletricidade,7.66
2020-12-01,IPCA % acum. ano,2103012.Vidro,-1.8
2020-12-01,IPCA % acum. ano,2103014.Tinta,8.18
2020-12-01,IPCA % acum. ano,2103032.Revestimento de piso e parede,13.4
2020-12-01,IPCA % acum. ano,2103038.Madeira e taco,3.25
2020-12-01,IPCA % acum. ano,2103039.Cimento,17.0
2020-12-01,IPCA % acum. ano,2103040.Tijolo,29.79
2020-12-01,IPCA % acum. ano,2103041.Material hidráulico,18.19
2020-12-01,IPCA % acum. ano,2103042.Mão de obra,-0.41
2020-12-01,IPCA % acum. ano,2103048.Areia,11.75
2020-12-01,IPCA % acum. ano,2103049.Pedras,0.7
2020-12-01,IPCA % acum. ano,2103055.Telha,14.65
2020-12-01,IPCA % acum. ano,2104.Artigos de limpeza,4.53
2020-12-01,IPCA % acum. ano,2104003.Saco para lixo,-2.68
2020-12-01,IPCA % acum. ano,2104005.Água sanitária,5.76
2020-12-01,IPCA % acum. ano,2104008.Detergente,9.74
2020-12-01,IPCA % acum. ano,2104009.Sabão em pó,1.81
2020-12-01,IPCA % acum. ano,2104012.Desinfetante,0.6
2020-12-01,IPCA % acum. ano,2104015.Sabão em barra,9.13
2020-12-01,IPCA % acum. ano,2104016.Esponja de limpeza,1.42
2020-12-01,IPCA % acum. ano,2104019.Sabão líquido,1.8
2020-12-01,IPCA % acum. ano,2104020.Limpador multiuso,5.83
2020-12-01,IPCA % acum. ano,2104041.Papel toalha,-3.56
2020-12-01,IPCA % acum. ano,2104085.Amaciante e alvejante,4.26
2020-12-01,IPCA % acum. ano,22.Combustíveis e energia,8.9
2020-12-01,IPCA % acum. ano,2201.Combustíveis (domésticos),8.02
2020-12-01,IPCA % acum. ano,2201003.Carvão vegetal,-0.26
2020-12-01,IPCA % acum. ano,2201004.Gás de botijão,9.24
2020-12-01,IPCA % acum. ano,2201005.Gás encanado,-1.29
2020-12-01,IPCA % acum. ano,2202.Energia elétrica residencial,9.14
2020-12-01,IPCA % acum. ano,2202003.Energia elétrica residencial,9.14
2020-12-01,IPCA % acum. ano,3.Artigos de residência,6.0
2020-12-01,IPCA % acum. ano,31.Móveis e utensílios,0.36
2020-12-01,IPCA % acum. ano,3101.Mobiliário,-3.2
2020-12-01,IPCA % acum. ano,3101002.Móvel para sala,-4.55
2020-12-01,IPCA % acum. ano,3101003.Móvel para quarto,-1.12
2020-12-01,IPCA % acum. ano,3101015.Móvel para copa e cozinha,-8.03
2020-12-01,IPCA % acum. ano,3101016.Móvel infantil,-5.92
2020-12-01,IPCA % acum. ano,3101017.Colchão,36.93
2020-12-01,IPCA % acum. ano,3102.Utensílios e enfeites,4.63
2020-12-01,IPCA % acum. ano,3102001.Artigos de iluminação,1.73
2020-12-01,IPCA % acum. ano,3102005.Tapete,2.03
2020-12-01,IPCA % acum. ano,3102006.Cortina,4.52
2020-12-01,IPCA % acum. ano,3102007.Utensílios de metal,6.67
2020-12-01,IPCA % acum. ano,3102009.Utensílios de vidro e louça,4.88
2020-12-01,IPCA % acum. ano,3102010.Utensílios de plástico,4.4
2020-12-01,IPCA % acum. ano,3102035.Flores naturais,16.15
2020-12-01,IPCA % acum. ano,3102337.Utensílios para bebê,5.14
2020-12-01,IPCA % acum. ano,"3103.Cama, mesa e banho",10.64
2020-12-01,IPCA % acum. ano,3103001.Roupa de cama,10.83
2020-12-01,IPCA % acum. ano,3103003.Roupa de banho,4.02
2020-12-01,IPCA % acum. ano,32.Aparelhos eletroeletrônicos,11.42
2020-12-01,IPCA % acum. ano,3201.Eletrodomésticos e equipamentos,5.18
2020-12-01,IPCA % acum. ano,3201001.Refrigerador,2.31
2020-12-01,IPCA % acum. ano,3201002.Ar-condicionado,12.54
2020-12-01,IPCA % acum. ano,3201006.Máquina de lavar roupa,3.31
2020-12-01,IPCA % acum. ano,3201013.Ventilador,8.31
2020-12-01,IPCA % acum. ano,3201021.Fogão,8.81
2020-12-01,IPCA % acum. ano,3201050.Chuveiro elétrico,8.45
2020-12-01,IPCA % acum. ano,"3202.Tv, som e informática",18.75
2020-12-01,IPCA % acum. ano,3202001.Televisor,16.64
2020-12-01,IPCA % acum. ano,3202003.Aparelho de som,5.43
2020-12-01,IPCA % acum. ano,3202008.Videogame (console),14.3
2020-12-01,IPCA % acum. ano,3202028.Computador pessoal,22.47
2020-12-01,IPCA % acum. ano,33.Consertos e manutenção,9.87
2020-12-01,IPCA % acum. ano,3301.Consertos e manutenção,9.87
2020-12-01,IPCA % acum. ano,3301002.Conserto de refrigerador,1.83
2020-12-01,IPCA % acum. ano,3301006.Conserto de televisor,-5.07
2020-12-01,IPCA % acum. ano,3301015.Conserto de máquina de lavar roupa,7.64
2020-12-01,IPCA % acum. ano,3301022.Reforma de estofado,2.09
2020-12-01,IPCA % acum. ano,3301088.Conserto de aparelho celular,3.43
2020-12-01,IPCA % acum. ano,3301130.Conserto de bicicleta,15.27
2020-12-01,IPCA % acum. ano,4.Vestuário,-1.13
2020-12-01,IPCA % acum. ano,41.Roupas,-1.95
2020-12-01,IPCA % acum. ano,4101.Roupa masculina,-0.25
2020-12-01,IPCA % acum. ano,4101002.Calça comprida masculina,-0.34
2020-12-01,IPCA % acum. ano,4101005.Agasalho masculino,-9.01
2020-12-01,IPCA % acum. ano,4101006.Bermuda/short masculino,1.88
2020-12-01,IPCA % acum. ano,4101008.Cueca,2.15
2020-12-01,IPCA % acum. ano,4101009.Camisa/camiseta masculina,-0.52
2020-12-01,IPCA % acum. ano,4102.Roupa feminina,-4.09
2020-12-01,IPCA % acum. ano,4102002.Calça comprida feminina,-4.06
2020-12-01,IPCA % acum. ano,4102003.Agasalho feminino,-13.78
2020-12-01,IPCA % acum. ano,4102004.Saia,-7.38
2020-12-01,IPCA % acum. ano,4102005.Vestido,-4.47
2020-12-01,IPCA % acum. ano,4102008.Blusa,-4.74
2020-12-01,IPCA % acum. ano,4102010.Lingerie,1.96
2020-12-01,IPCA % acum. ano,4102013.Bermuda/short feminino,-2.94
2020-12-01,IPCA % acum. ano,4103.Roupa infantil,-0.13
2020-12-01,IPCA % acum. ano,4103001.Uniforme escolar,5.37
2020-12-01,IPCA % acum. ano,4103002.Calça comprida infantil,-2.44
2020-12-01,IPCA % acum. ano,4103005.Agasalho infantil,-10.53
2020-12-01,IPCA % acum. ano,4103007.Vestido infantil,0.68
2020-12-01,IPCA % acum. ano,4103008.Bermuda/short infantil,-4.27
2020-12-01,IPCA % acum. ano,4103011.Camisa/camiseta infantil,-0.14
2020-12-01,IPCA % acum. ano,4103031.Conjunto infantil,-0.01
2020-12-01,IPCA % acum. ano,42.Calçados e acessórios,-2.14
2020-12-01,IPCA % acum. ano,4201.Calçados e acessórios,-2.14
2020-12-01,IPCA % acum. ano,4201002.Sapato masculino,-3.2
2020-12-01,IPCA % acum. ano,4201003.Sapato feminino,-2.92
2020-12-01,IPCA % acum. ano,4201004.Sapato infantil,-4.66
2020-12-01,IPCA % acum. ano,4201015.Bolsa,0.02
2020-12-01,IPCA % acum. ano,4201040.Mochila,-11.81
2020-12-01,IPCA % acum. ano,4201063.Tênis,-0.29
2020-12-01,IPCA % acum. ano,4201098.Sandália/chinelo,-4.14
2020-12-01,IPCA % acum. ano,43.Joias e bijuterias,15.48
2020-12-01,IPCA % acum. ano,4301.Joias e bijuterias,15.48
2020-12-01,IPCA % acum. ano,4301001.Bijuteria,0.18
2020-12-01,IPCA % acum. ano,4301002.Joia,21.34
2020-12-01,IPCA % acum. ano,4301004.Relógio de pulso,5.36
2020-12-01,IPCA % acum. ano,44.Tecidos e armarinho,7.48
2020-12-01,IPCA % acum. ano,4401.Tecidos e armarinho,7.48
2020-12-01,IPCA % acum. ano,4401001.Tecido,7.67
2020-12-01,IPCA % acum. ano,4401002.Artigos de armarinho,6.62
2020-12-01,IPCA % acum. ano,5.Transportes,1.03
2020-12-01,IPCA % acum. ano,51.Transportes,1.03
2020-12-01,IPCA % acum. ano,5101.Transporte público,-3.12
2020-12-01,IPCA % acum. ano,5101001.Ônibus urbano,1.32
2020-12-01,IPCA % acum. ano,5101002.Táxi,0.0
2020-12-01,IPCA % acum. ano,5101004.Trem,2.27
2020-12-01,IPCA % acum. ano,5101006.Ônibus intermunicipal,2.26
2020-12-01,IPCA % acum. ano,5101007.Ônibus interestadual,-8.32
2020-12-01,IPCA % acum. ano,5101010.Passagem aérea,-17.15
2020-12-01,IPCA % acum. ano,5101011.Metrô,4.74
2020-12-01,IPCA % acum. ano,5101026.Transporte escolar,4.2
2020-12-01,IPCA % acum. ano,5101051.Transporte por aplicativo,-5.77
2020-12-01,IPCA % acum. ano,5101053.Integração transporte público,2.29
2020-12-01,IPCA % acum. ano,5102.Veículo próprio,2.86
2020-12-01,IPCA % acum. ano,5102001.Automóvel novo,4.03
2020-12-01,IPCA % acum. ano,5102004.Emplacamento e licença,3.7
2020-12-01,IPCA % acum. ano,5102005.Seguro voluntário de veículo,-7.91
2020-12-01,IPCA % acum. ano,5102006.Multa,0.0
2020-12-01,IPCA % acum. ano,5102007.Óleo lubrificante,5.47
2020-12-01,IPCA % acum. ano,5102009.Acessórios e peças,4.44
2020-12-01,IPCA % acum. ano,5102010.Pneu,16.37
2020-12-01,IPCA % acum. ano,5102011.Conserto de automóvel,2.96
2020-12-01,IPCA % acum. ano,5102013.Estacionamento,1.07
2020-12-01,IPCA % acum. ano,5102015.Pedágio,4.37
2020-12-01,IPCA % acum. ano,5102020.Automóvel usado,2.8
2020-12-01,IPCA % acum. ano,5102037.Pintura de veículo,2.39
2020-12-01,IPCA % acum. ano,5102051.Aluguel de veículo,11.88
2020-12-01,IPCA % acum. ano,5102053.Motocicleta,3.44
2020-12-01,IPCA % acum. ano,5104.Combustíveis (veículos),-0.06
2020-12-01,IPCA % acum. ano,5104001.Gasolina,-0.19
2020-12-01,IPCA % acum. ano,5104002.Etanol,1.81
2020-12-01,IPCA % acum. ano,5104003.Óleo diesel,-3.3
2020-12-01,IPCA % acum. ano,5104005.Gás veicular,0.66
2020-12-01,IPCA % acum. ano,6.Saúde e cuidados pessoais,1.5
2020-12-01,IPCA % acum. ano,61.Produtos farmacêuticos e óticos,-2.34
2020-12-01,IPCA % acum. ano,6101.Produtos farmacêuticos,-2.27
2020-12-01,IPCA % acum. ano,6101001.Anti-infeccioso e antibiótico,-6.8
2020-12-01,IPCA % acum. ano,6101002.Analgésico e antitérmico,2.7
2020-12-01,IPCA % acum. ano,6101003.Anti-inflamatório e antirreumático,-4.17
2020-12-01,IPCA % acum. ano,6101004.Antigripal e antitussígeno,-3.23
2020-12-01,IPCA % acum. ano,6101006.Dermatológico,4.51
2020-12-01,IPCA % acum. ano,6101007.Antialérgico e broncodilatador,-4.16
2020-12-01,IPCA % acum. ano,6101009.Gastroprotetor,-0.81
2020-12-01,IPCA % acum. ano,6101010.Vitamina e fortificante,1.49
2020-12-01,IPCA % acum. ano,6101011.Hormonal,-2.44
2020-12-01,IPCA % acum. ano,6101013.Psicotrópico e anorexígeno,-2.76
2020-12-01,IPCA % acum. ano,6101014.Hipotensor e hipocolesterolêmico,-4.09
2020-12-01,IPCA % acum. ano,6101051.Oftalmológico,1.1
2020-12-01,IPCA % acum. ano,6101064.Antidiabético,-6.26
2020-12-01,IPCA % acum. ano,6101148.Neurológico,-7.47
2020-12-01,IPCA % acum. ano,6102.Produtos óticos,-3.11
2020-12-01,IPCA % acum. ano,6102012.Óculos de grau,-3.11
2020-12-01,IPCA % acum. ano,62.Serviços de saúde,2.64
2020-12-01,IPCA % acum. ano,6201.Serviços médicos e dentários,3.75
2020-12-01,IPCA % acum. ano,6201002.Médico,2.38
2020-12-01,IPCA % acum. ano,6201003.Dentista,5.46
2020-12-01,IPCA % acum. ano,6201005.Aparelho ortodôntico,3.02
2020-12-01,IPCA % acum. ano,6201007.Fisioterapeuta,4.33
2020-12-01,IPCA % acum. ano,6201010.Psicólogo,1.35
2020-12-01,IPCA % acum. ano,6202.Serviços laboratoriais e hospitalares,1.81
2020-12-01,IPCA % acum. ano,6202003.Exame de laboratório,3.0
2020-12-01,IPCA % acum. ano,6202004.Hospitalização e cirurgia,1.56
2020-12-01,IPCA % acum. ano,6202006.Exame de imagem,1.54
2020-12-01,IPCA % acum. ano,6203.Plano de saúde,2.44
2020-12-01,IPCA % acum. ano,6203001.Plano de saúde,2.44
2020-12-01,IPCA % acum. ano,63.Cuidados pessoais,3.52
2020-12-01,IPCA % acum. ano,6301.Higiene pessoal,3.52
2020-12-01,IPCA % acum. ano,6301001.Produto para cabelo,2.76
2020-12-01,IPCA % acum. ano,6301002.Fralda descartável,3.51
2020-12-01,IPCA % acum. ano,6301004.Produto para barba,0.52
2020-12-01,IPCA % acum. ano,6301006.Produto para pele,5.03
2020-12-01,IPCA % acum. ano,6301007.Produto para higiene bucal,3.81
2020-12-01,IPCA % acum. ano,6301010.Produto para unha,-1.71
2020-12-01,IPCA % acum. ano,6301011.Perfume,3.38
2020-12-01,IPCA % acum. ano,6301014.Desodorante,2.36
2020-12-01,IPCA % acum. ano,6301015.Absorvente higiênico,3.56
2020-12-01,IPCA % acum. ano,6301016.Sabonete,7.88
2020-12-01,IPCA % acum. ano,6301017.Papel higiênico,4.33
2020-12-01,IPCA % acum. ano,6301020.Artigos de maquiagem,0.47
2020-12-01,IPCA % acum. ano,7.Despesas pessoais,1.03
2020-12-01,IPCA % acum. ano,71.Serviços pessoais,1.3
2020-12-01,IPCA % acum. ano,7101.Serviços pessoais,1.3
2020-12-01,IPCA % acum. ano,7101001.Costureira,-0.63
2020-12-01,IPCA % acum. ano,7101005.Manicure,1.91
2020-12-01,IPCA % acum. ano,7101010.Empregado doméstico,1.76
2020-12-01,IPCA % acum. ano,7101011.Cabeleireiro e barbeiro,-0.92
2020-12-01,IPCA % acum. ano,7101014.Depilação,4.27
2020-12-01,IPCA % acum. ano,7101034.Cartório,3.17
2020-12-01,IPCA % acum. ano,7101036.Despachante,2.13
2020-12-01,IPCA % acum. ano,7101076.Serviço bancário,1.51
2020-12-01,IPCA % acum. ano,7101090.Conselho de classe,1.61
2020-12-01,IPCA % acum. ano,7101144.Sobrancelha,1.83
2020-12-01,IPCA % acum. ano,72.Recreação e fumo,0.56
2020-12-01,IPCA % acum. ano,7201.Recreação,0.34
2020-12-01,IPCA % acum. ano,7201006.Clube,4.93
2020-12-01,IPCA % acum. ano,7201010.Instrumento musical,15.43
2020-12-01,IPCA % acum. ano,7201015.Tratamento de animais (clínica),-0.84
2020-12-01,IPCA % acum. ano,7201019.Bicicleta,14.21
2020-12-01,IPCA % acum. ano,7201020.Alimento para animais,3.1
2020-12-01,IPCA % acum. ano,7201023.Brinquedo,-6.05
2020-12-01,IPCA % acum. ano,7201054.Casa noturna,3.22
2020-12-01,IPCA % acum. ano,7201063.Jogos de azar,0.0
2020-12-01,IPCA % acum. ano,7201067.Material de caça e pesca,-4.45
2020-12-01,IPCA % acum. ano,7201090.Hospedagem,-8.07
2020-12-01,IPCA % acum. ano,7201095.Pacote turístico,11.23
