,Mediana,Date,ipca_anual
2017-01,0.04479333333333333,2021.0,0.100610548932579
2017-02,0.04337777777777777,2021.0,0.100610548932579
2017-03,0.0425,2021.0,0.100610548932579
2017-04,0.041527777777777775,2021.0,0.100610548932579
2017-05,0.04090909090909091,2021.0,0.100610548932579
2017-06,0.042261904761904764,2021.0,0.100610548932579
2017-07,0.04,2021.0,0.100610548932579
2017-08,0.04,2021.0,0.100610548932579
2017-09,0.04,2021.0,0.100610548932579
2017-10,0.04,2021.0,0.100610548932579
2017-11,0.04,2021.0,0.100610548932579
2017-12,0.04,2021.0,0.100610548932579
2018-01,0.04,2021.0,0.100610548932579
2018-02,0.04,2021.0,0.100610548932579
2018-03,0.04,2021.0,0.100610548932579
2018-04,0.04,2021.0,0.100610548932579
2018-05,0.04,2021.0,0.100610548932579
2018-06,0.04,2021.0,0.100610548932579
2018-07,0.03983636363636364,2021.0,0.100610548932579
2018-08,0.0393304347826087,2021.0,0.100610548932579
2018-09,0.039094736842105265,2021.0,0.100610548932579
2018-10,0.039200000000000006,2021.0,0.100610548932579
2018-11,0.038955,2021.0,0.100610548932579
2018-12,0.037555,2021.0,0.100610548932579
2019-01,0.0375,2021.0,0.100610548932579
2019-02,0.0375,2021.0,0.100610548932579
2019-03,0.0375,2021.0,0.100610548932579
2019-04,0.0375,2021.0,0.100610548932579
2019-05,0.0375,2021.0,0.100610548932579
2019-06,0.0375,2021.0,0.100610548932579
2019-07,0.0375,2021.0,0.100610548932579
2019-08,0.0375,2021.0,0.100610548932579
2019-09,0.0375,2021.0,0.100610548932579
2019-10,0.0375,2021.0,0.100610548932579
2019-11,0.0375,2021.0,0.100610548932579
2019-12,0.0375,2021.0,0.100610548932579
2020-01,0.0375,2021.0,0.100610548932579
2020-02,0.0375,2021.0,0.100610548932579
2020-03,0.03658181818181818,2021.0,0.100610548932579
2020-04,0.03443,2021.0,0.100610548932579
2020-05,0.031895,2021.0,0.100610548932579
2020-06,0.030357142857142857,2021.0,0.100610548932579
2020-07,0.03,2021.0,0.100610548932579
2020-08,0.029985714285714286,2021.0,0.100610548932579
2020-09,0.030033333333333335,2021.0,0.100610548932579
2020-10,0.0304,2021.0,0.100610548932579
2020-11,0.03289,2021.0,0.100610548932579
2020-12,0.033522727272727273,2021.0,0.100610548932579
2021-01,0.034165,2021.0,0.100610548932579
2021-02,0.03685,2021.0,0.100610548932579
2021-03,0.04433247826086956,2021.0,0.100610548932579
2021-04,0.049218349999999994,2021.0,0.100610548932579
2021-05,0.05171842857142857,2021.0,0.100610548932579
2021-06,0.057739761904761905,2021.0,0.100610548932579
2021-07,0.06318781818181819,2021.0,0.100610548932579
2021-08,0.0704679090909091,2021.0,0.100610548932579
2021-09,0.08111266666666667,2021.0,0.100610548932579
2021-10,0.08762699999999998,2021.0,0.100610548932579
2021-11,0.09783375,2021.0,0.100610548932579
2021-12,0.10074473913043479,2021.0,0.100610548932579
